zone_id;pop_total;pop_empl
11501007;16075153.718610292;9445868.55914234
11501008;15234143.21496721;8051084.86610849
11601001;15118782.140394533;7823121.97189725
11601002;4999202.06118368;4337739.205682111
11601003;3829013.408192648;3084573.4397957395
11701001;3297843.850243998;1848328.3694410792
11701002;14198919.790651713;10552290.735943658
11701003;13505359.054721769;8331584.869766648
11701004;9359704.83223395;7662075.230829327
11701005;6445395.0479206545;3547739.8852242613
11701006;11373013.908201905;6463879.079481719
11701007;5874302.837554492;5492668.982470525
11701008;8863539.687633403;8176337.417292088
11701009;15437906.516579676;11162518.730977252
11701010;10810528.603005622;9789714.949107138
11701011;5910605.4039998;5490237.329361761
11801001;16778932.45776787;11616789.429550577
11801002;13771028.116798509;8436408.50475594
11801003;3215633.3714428325;1699178.8678498706
11801004;7080892.0034161415;4624604.081394817
11801005;2800888.635976377;1595342.8545373783
11801006;1600551.8446104366;1528375.1154745258
11801007;8595447.77454543;5550473.957675843
11801008;7962096.140959328;4361381.887936614
11801009;12196708.06537912;8915195.84308309
11801010;23163689.288140725;11788830.794377957
11801011;6466360.234646986;4661828.640328184
11901001;9657453.757703;7186966.215993201
12001001;1274487.0021157973;813964.4871272317
12001002;7841060.38271227;7762881.118298774
12001003;4092311.761132913;2549547.214746485
12001004;4168261.8672074047;2695717.101210936
12001005;1396205.6913998132;1184205.151660471
12001006;9756394.452142421;5514083.574765944
12001007;3888660.597086877;3535355.628279461
12101001;10760896.464112932;6234888.937184671
12101002;232132.9109087011;141381.1169361856
12101003;10236038.115581911;9122859.937395856
12101004;5812705.63996642;4886769.884142311
12101005;12655378.59025003;9146163.135993533
12101006;20051671.31488355;10847289.809478609
12101007;8781843.341791501;6867875.40062447
12101008;4824204.290267226;4344148.852165283
12101009;9446578.094898794;8544229.635926085
12101010;1443023.7808224272;881402.3000896698
12101011;5289832.303304167;4847351.016280575
12101012;7139793.691425878;3866467.6911660507
12101013;8987146.637411295;5483058.468603231
12101014;13727663.903691497;8218535.838361275
12101015;9184416.377922809;5684741.324474523
12101016;20041283.849091128;11154968.14290142
12101017;9482128.545380816;4798417.300440784
12101018;11267434.463610271;9365932.503676381
12101019;10188557.472597567;9380697.801992817
12101020;7396570.82061251;6477556.375827056
12101021;5707209.130316885;5209540.602127791
13101001;19489904.88707241;11773468.383557463
13101002;23137018.85897931;12563637.792093934
13101003;16401241.291558085;12631863.061038055
13101004;9104406.224647176;7749014.450036016
13101005;5882866.060103159;5761157.749774953
13101006;20048166.38124839;11347798.091118898
13101007;12479605.271129675;12110830.474664487
13101008;15195268.717344563;8458205.078557068
13101009;3052269.2590948967;2063860.6361458693
13101010;1156607.1635412665;651782.2027031991
13101011;2217213.907632212;1758729.1508090708
13101012;12143571.6853496;8655499.909467367
13101013;14809687.696717497;7462927.901316196
13101014;11733285.59997446;10206025.594564462
13201001;8719677.579685485;4942018.695125882
13201002;9613642.324433595;6603980.348617985
13301001;9327857.282511393;6012377.779052561
13301002;11102907.867962766;6702135.810998591
13301003;12637551.532260403;8402641.747633161
13301004;13692632.223609535;8171548.141072699
13301005;1783113.6790757666;1208414.3292405794
13301006;16840419.86896782;12567621.582243571
13301007;23186488.315356575;12951861.276628602
13301008;492245.14100138634;440426.7650219908
13301009;13968029.490824977;7623997.809117462
13301010;12491839.239418678;11925529.527125295
13301011;3047667.850663711;2803759.7957943724
13301012;9070074.303989217;5443927.760772909
13301013;13865866.586669143;11033924.645053826
13301014;6332832.800710412;5256871.04611745
13401001;10443501.695648005;6764718.553737434
13501001;2209388.3352813357;2109325.123867292
13501002;9356151.949339835;5675075.5348310005
13501003;13837474.645502672;7577339.092224129
13501004;12112144.779846864;12051834.243345296
13501005;9009086.03140293;4817646.372620262
13501006;14795522.480447577;8177569.823146645
13601001;1981897.7731187507;1878932.5943722588
13601002;4665806.743072277;2783870.6518296194
13601003;18627544.02391195;10537015.58626406
13601004;16588972.116355157;10468742.020240355
13601005;219764.08788000038;134366.3142889754
13601006;17859999.395138163;12131809.897507416
13701001;5418264.469719125;4153817.126597083
13701002;14384137.307010325;13175617.622007823
13701003;15449009.328531696;9006505.331443224
13801001;1145414.7870598056;658929.3164117812
13801002;21072858.818567958;11657098.428104386
13801003;17203807.076333918;13690059.683202323
13801004;13590898.628797885;9874506.73257267
13801005;2328512.865095173;1592575.0482475192
13801006;9000631.840365743;5336838.494923436
13801007;4032504.901505894;2129175.0000696853
13801008;4025881.064519646;3879847.9347207984
13801009;16709890.740405567;11475124.00543169
13801010;2521794.177981104;1605964.403013265
13901001;23694657.925648935;12834089.924387023
13901002;14635228.502602046;10016570.146547781
13901003;14293561.351451179;9542863.526732743
13901004;3714563.3730629617;3127794.555069922
13901005;22828450.569525722;13100969.661522733
14001001;9728174.055551363;5463726.890109198
14001002;18559606.43178685;13897456.040273689
14101001;19729609.135586746;11869551.159351736
14101002;18934471.327902943;11644443.474706953
14101003;2749080.6266005654;1873045.2757687783
14101004;2316984.822858325;1489462.602827575
14101005;22160653.036077417;14100024.307117347
14101006;2934643.5896839965;1947200.3970995662
14101007;14984195.039289122;8535489.634837713
14101008;842586.8673623259;569438.5166263186
14101009;26762893.233138457;14002165.432237143
14101010;11500188.589967547;6990629.128819874
14101011;5673099.765926363;3107573.1993304607
14101012;4320355.421267898;4144025.4127364894
14201001;5348086.015512435;3034039.153272671
14201002;21119888.25846058;13309857.066831319
14201003;2850755.009536012;2411150.4209798523
14201004;7727999.15149225;7519968.603800285
14201005;7985864.040785632;4975159.182586682
14201006;2013737.7811960287;1181050.6279998596
14201007;2064789.6462752419;1212838.7725417234
14201008;16240510.683481101;9196470.555151615
14201009;8781812.552396664;5682100.230109008
14201010;2661538.7533712117;1503638.0570049526
14201011;5123422.300891014;3760313.660409086
14201012;24717009.3387416;13748172.78209799
14201013;14395106.305025505;13231518.199534979
14201014;25937706.13573344;14048110.254663441
15101001;3982636.6778677697;2950946.8334152317
15101002;20969385.625557743;12501177.125625845
15101003;3034084.21904408;1988231.6800122568
15101004;4232211.425566704;2764484.0500446847
15101005;15383934.624820212;11884160.925461782
15201001;3794943.1759432177;3135702.965154882
15201002;9206595.516352423;7576521.907489795
15201003;18221888.481369127;10500154.854201194
15201004;15509846.334012074;12352351.11837262
15201005;3069323.12547763;1566710.8506332438
15301001;19360934.798309427;12349870.914303008
15301002;141718.38580353398;73867.73813760631
15301003;17118246.11271406;12190036.203823227
15301004;2255600.374695194;2236266.0847633164
15301005;19097355.959228147;11960287.161137717
15301006;12357488.687640538;11351722.284534317
15301007;10213466.882611562;7163801.3281684
15401001;9019979.773735296;5029431.889090686
15401002;17969398.111453254;14008552.335593916
15401003;2925043.01162876;2212669.403658237
15401004;4945095.34804405;4371595.7264364995
15401005;22904776.86406518;12461806.272378186
15401006;15753648.008506844;15044990.693992758
15401007;10628352.454958009;6588669.701799946
15401008;858222.2580758631;666118.3681176162
15401009;3987649.7829757286;2318780.9858462582
15401010;4630966.134329452;4397633.973276626
15401011;10187058.35088516;9095332.9862362
15401012;15590171.12210585;14806433.486561846
15501001;27596935.61598225;15270676.84029759
15501002;11268642.1794488;8722934.239888567
15501003;16469994.944446139;8836220.38867621
15501004;11505654.17168281;7771448.070963062
15501005;8075657.359597678;4474589.254756801
15501006;11452846.214186128;10413853.229149306
15501007;9116646.795464387;8647955.723103603
15501008;21544934.048705846;13663003.660141628
15501009;2736830.9036420826;1491643.264851433
15501010;9463799.643864593;5354320.267759362
15601001;4462608.668110525;3607035.05743387
15601002;14802652.652966313;14308735.940834058
15601003;5071857.630972496;4222909.077309066
15601004;4049842.543700676;2702735.1038726284
15601005;19864506.95213352;10074971.245933514
15601006;4611495.565973547;2373856.740306884
15601007;6706648.566274023;4201897.1718250625
15601008;8073010.938146419;7265410.214993786
15601009;22578585.757020503;12424708.453393305
15601010;6481708.460393295;5663812.36385649
15601011;24275105.998333316;14104834.129374329
15601012;104455.64464399964;67539.61254221847
15601013;11382824.4516758;10906744.237928733
15701001;23059013.70501438;11676146.422926031
15701002;12959500.04275088;12562827.443945011
15701003;14269460.58105987;8491829.752134869
15701004;22730069.813172475;12698259.66316649
15801001;16403677.045313105;9744105.902817464
15801002;15665930.001688559;8095131.157086683
15801003;1532008.955199219;1158518.0245308606
15801004;28471021.83284282;14409631.503738392
15801005;920614.345585851;648988.1891108368
15801006;13081227.831832187;8362058.546589213
15801007;27665130.644373737;14892848.978929304
15801008;11387081.21197541;8568374.354926042
15801009;11910488.409026317;11174704.852021018
15801010;5536213.618832512;3011222.789897947
15801011;23687430.920956433;12843606.901240187
15901001;16782377.67664674;13248188.001653926
15901002;16445258.667824771;15667687.919432444
15901003;15622960.594556784;12141553.644018507
15901004;7337881.603638173;3889247.3635284416
15901005;28589466.330899864;15289240.319393052
16001001;3694938.4892821964;3620082.21116985
16001002;10909950.127691327;9026773.515608598
16001003;21759321.67168801;14769679.490960713
16001004;12051952.624553895;6381671.439442793
16101001;16536018.196333485;9316548.981625054
16101002;18146115.000776414;15111455.957253125
16101003;5274975.087768001;3429659.505799694
16101004;14101269.097719587;13595550.604137039
16101005;27784147.123290125;13893807.082728198
16101006;12562933.693646349;8915491.668293692
16101007;18603198.78077295;10804547.89685507
16101008;12413758.285868606;7516574.322921737
16101009;4424373.407623605;2697343.90451337
17201001;7688447.356897195;5062794.074978101
17201002;15876109.335654486;12236404.661808865
17201003;18662590.481162507;11704035.14798138
17201004;12657556.807090377;9074696.226624828
17201005;2335697.8336979696;1314697.2560127268
17201006;20196934.22407302;12326663.738218458
17301001;49426.810006898006;46280.85529666719
17301002;6940392.160484835;6299617.910535301
17301003;5718682.949075939;3978435.822023383
17401001;13474402.507675081;12172049.102884056
17401002;14326338.376496142;8136903.499300788
17401003;22896344.267020583;11747743.901080066
17401004;28874541.771182116;17008359.352942828
17401005;14588128.437457185;9377715.630841473
17401006;29295567.72813299;15098852.619332144
17401007;9899652.056431187;6054986.39008525
17401008;9224705.330824617;9033595.940719508
17401009;2153634.643667406;1649465.624936538
17401010;8503903.546535853;5659074.953171018
17401011;21961654.0396606;13444198.943216627
17401012;11812073.619459048;9117575.538973656
17401013;7070288.009421946;6469494.300728343
17401014;8318427.368040866;5468308.500468329
17401015;4531785.929944939;3624274.7356452625
17501001;17691692.95583311;9935536.36556392
17601001;9903715.485429147;7941930.733484041
17601002;11889171.957748923;6778798.205610327
17601003;16914123.288477518;15815669.198813638
17601004;32237076.371514644;17430337.03827846
17601005;9990553.46066959;8946764.39518934
17701001;19654665.784963217;14124684.92909598
17701002;13378501.229923405;6814360.676537677
17701003;19206668.90027657;10444825.795249546
17701004;3660263.5760983103;2762992.109767083
17701005;23375348.336744227;15719667.948007863
17701006;1392537.888369506;712142.8825105891
17701007;3204959.586005776;2491472.148039885
17701008;17912098.158432316;9426946.557563774
17701009;20074170.820524823;15573610.420799809
17701010;25258630.277969074;12733326.804121831
17801001;15096198.44390151;8700219.774970934
17801002;7330.216189813643;4592.574915282119
17801003;12564989.885862676;10570885.695292145
17801004;1567409.4847679303;990379.9781956427
18001001;12781758.299333787;8232134.959635952
18001002;4800709.686129817;2841406.7541736886
18101001;19761639.43135434;17361646.463785056
18201001;23901803.70636279;13226306.189120961
19101001;18746200.185442142;9920691.88210482
19101002;16899527.770375818;10008699.03956805
19101003;373779.2982549528;188790.48298925266
19101004;28286446.01454209;16375300.784594942
19101005;21372248.171821307;16646731.118850334
19101006;5171752.732182852;3657883.5694797887
19101007;35685935.34187218;17949875.264910907
19101008;2340082.7606672295;1295278.471196178
19101009;5254375.900779665;3302393.6866606805
19101010;16930972.06501139;11555646.475165013
19101011;10162903.450467953;5137145.959586315
19101012;30467000.440399103;15463099.373932667
19101013;25409490.216196023;15790487.765002202
19101014;5740221.366684292;4907177.578288199
19101015;27663768.58903224;16316778.735643193
19101016;25349713.993837122;12912729.346369002
19101017;30275673.96707238;15563620.402957225
19101018;15687885.992927711;10428642.58168957
19101019;26960437.248927847;18992752.822514426
19101020;12402838.18025601;6833437.997612875
19101021;19696761.492447454;10580685.33166702
19101022;10350122.796974335;10084538.271968178
19101023;12243215.128009707;6642459.782764504
19101024;30304569.060769394;16359466.420051487
19101025;22951789.05845844;13272147.324743373
19201001;15623653.07571929;8376974.883648568
19201002;6117530.625281882;5892687.103948021
19201003;13528580.384072836;10965781.908768091
19201004;17213994.933253832;12543142.625712773
19201005;28432315.741639964;14635590.555727953
19301001;8656738.94095072;7194519.771481752
19301002;18428645.79510534;18391059.79265929
19301003;654827.5094189993;369415.2430818668
19301004;461301.1135884337;443804.0961400689
19301005;16788587.399051767;10457648.091268696
19301006;20664978.435010143;12849685.85882475
19301007;22643221.257073056;14982582.027210595
19401001;31242967.902783103;17045162.311506055
19401002;33962219.83722269;18904259.968617722
19401003;7096561.851766234;5251330.423495005
19401004;4243971.552044835;3283964.070265538
19501001;13156793.233420808;9436915.99939243
19501002;13723880.935483139;10419308.095777765
19501003;12892504.431262814;11730864.96422579
19501004;28914516.554696523;16799514.234800044
19501005;5289581.587057177;3372716.69669136
19501006;32688942.76578027;16682763.275734244
19501007;4444044.310782522;2639389.465933027
19501008;22909245.570398856;18573703.745072972
19601001;8552969.48572436;5966357.438783182
19601002;20832396.835782506;17691806.356588975
19601003;1496827.310402028;1235538.4847849957
19701001;7956288.326537256;7855837.1206636885
19701002;21105722.70559119;13823106.817255428
19701003;6936976.844879741;5450806.825419128
19701004;3395020.009593679;2952921.3473131508
19701005;13385628.493247893;7337995.3973464
19801001;31723366.145813618;17617050.764398914
19801002;21478557.783181597;14526564.419605048
19801003;5214837.705375745;4395795.050058473
19801004;21361965.290134992;16694652.687330654
19801005;6458720.1753706345;4777734.659791646
19801006;17676367.433994185;10001621.710414974
19801007;7155338.075606819;4921352.59739707
19801008;10453694.745555324;5642922.159938079
19801009;16436495.02747769;15356106.573788151
19801010;28913932.931688324;17349428.239237964
19801011;21840156.614067733;12682867.295575717
19801012;5051620.239710552;4498974.3701224085
19801013;14269667.564134195;7736177.609176268
19801014;4958433.676850344;3537981.722886227
19801015;14074125.26100181;7686607.597262801
19801016;18886969.25587032;15802179.340547573
19801017;1687114.4836204946;1259518.0644295376
19801018;8024007.26955422;5518755.174712859
19801019;30817205.887425054;17484399.457532473
19801020;25289616.001926437;19356179.379225545
19801021;850650.4671664299;723564.848449877
19801022;32696335.822960816;18154872.363788906
19801023;14780158.526508817;11928058.386598518
19801024;18022765.041523773;11475172.57539341
19801025;25041793.757502276;16001255.542626506
19801026;7798665.23703961;5016702.170652465
19801027;12767467.25161186;12456557.986955093
19801028;17640020.263559;8832376.671681015
19801029;14119072.05035074;9921831.894931149
19901001;18682604.470705092;9505335.257686626
19901002;3088691.6117968117;1610027.915835668
19901003;1405903.246485624;1371297.5819987466
19901004;2916372.8374628946;2463148.819423071
19901005;5472324.535274396;5346598.259508629
19901006;10913819.472044148;7484516.570332344
19901007;10915983.862565918;7093378.011362706
19901008;6821338.117458077;5883933.624359471
19901009;25545578.749478474;15895229.75657872
19901010;1143425.2036615196;986568.1110314465
19901011;9553908.31906623;8330593.635561199
19901012;16628218.161748108;13195818.179407429
19901013;11373641.123749977;5698199.582081737
19901014;2426016.0928751887;1873524.5439801498
19901015;23588613.235100012;14953120.033109479
19901016;16133987.254769366;15955295.190346224
19901017;18455978.412951995;14608122.655230287
19902018;29761647.413486224;19679830.857354823
20001001;19227536.34374206;18469443.633807253
20001002;2483041.8817823404;1573675.629340214
